,observed_on,place_guess,latitude,longitude,place_state_name,scientific_name,common_name,iconic_taxon_name,park,state,ParkName,Park
134,2008-07-21,"Yellowstone National Park, Park County, US-WY, US",44.7050942665,-110.5504194813,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
136,2013-07-17,"Badlands National Park, Jackson County, US-SD, US",43.745677,-101.940465,South Dakota,Erethizon dorsatum,North American Porcupine,Mammalia,Badlands National Park,SD,Badlands ,Badlands NP
137,2010-08-08,"Kings Canyon/sequoia, Sequoia National Park, Sequoia and Kings Canyon National Parks, Tulare County, US-CA, US",36.57,-118.76,California,Ursus americanus,American Black Bear,Mammalia,Sequoia and Kings Canyon National Park,CA,Sequoia and Kings Canyon ,Sequoia and Kings Canyon NP
138,2010-05-02,"Channel Islands National Park, Channel Islands, Santa Barbara County, US-CA, US",34.031279999999995,-120.042575,California,Phoca vitulina,Harbor Seal,Mammalia,Channel Islands National Park,CA,Channel Islands ,Channel Islands NP
139,2010-08-03,"Kings Canyon/sequoia, Sequoia National Park, Sequoia and Kings Canyon National Parks, Tulare County, US-CA, US",36.64,-118.85,California,Neotamias speciosus,Lodgepole Chipmunk,Mammalia,Sequoia and Kings Canyon National Park,CA,Sequoia and Kings Canyon ,Sequoia and Kings Canyon NP
140,2010-08-08,"Sequoia National Park, Sequoia and Kings Canyon National Parks, Tulare County, US-CA, US",36.5,-118.53,California,Odocoileus hemionus californicus,California Mule Deer,Mammalia,Sequoia and Kings Canyon National Park,CA,Sequoia and Kings Canyon ,Sequoia and Kings Canyon NP
141,2011-05-24,"Grand Canyon, Grand Canyon National Park, Coconino County, US-AZ, US",36.056249,-112.12802099999999,Arizona,Odocoileus hemionus,Mule Deer,Mammalia,Grand Canyon National Park,AZ,Grand Canyon ,Grand Canyon NP
142,2013-07-17,"Channel Islands National Park, Channel Islands, Santa Barbara County, UCNRS, US-CA, US",34.007104853099996,-119.609809176,California,Urocyon littoralis santacruzae,Santa Cruz Island Fox,Mammalia,Channel Islands National Park,CA,Channel Islands ,Channel Islands NP
143,2013-07-18,"Badlands National Park, Pennington County, US-SD, US",43.813751,-102.158775,South Dakota,Cynomys ludovicianus,Black-tailed Prairie Dog,Mammalia,Badlands National Park,SD,Badlands ,Badlands NP
144,2013-07-25,"Badlands National Park, Jackson County, US-SD, US",43.767161,-101.943034,South Dakota,Mammalia,Mammals,Mammalia,Badlands National Park,SD,Badlands ,Badlands NP
145,2013-02-10,"Panther Junction, Big Bend National Park, Texas, US",29.323627000000002,-103.198516,Texas,Canis latrans,Coyote,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
146,2012-07-29,"Redwood National Park, Humboldt County, US-CA, US",41.322675,-124.045451,California,Cervus canadensis roosevelti,Roosevelt Elk,Mammalia,Redwood National Park,CA,Redwood ,Redwood NP
148,2013-07-30,"Yosemite National Park, Yosemite National Park, California, US",37.8713333333,-119.3606666667,California,Odocoileus hemionus californicus,California Mule Deer,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
149,2013-07-29,"Yosemite National Park, Yosemite National Park, California, US",37.8713333333,-119.3606666667,California,Lepus townsendii townsendii,Western White-tailed Jackrabbit,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
150,2011-07-16,"Yellowstone National Park, Park County, US-WY, US",44.7158972793,-110.4239188193,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
151,2013-08-03,"Bryce Canyon National Park, Bryce Canyon, Utah, US",37.621767916799996,-112.1723258403,Utah,Antilocapra americana,Pronghorn,Mammalia,Bryce Canyon National Park,UT,Bryce Canyon ,Bryce Canyon NP
152,2011-06-17,"Yellowstone National Park, US",44.898525185699995,-110.14978594790001,Wyoming,Canis lupus,Gray Wolf,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
154,2005-08-19,"Yellowstone National Park, US",44.9800489693,-110.391380801,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
155,2013-02-09,"Rio Grande, Big Bend National Park, Texas, US",29.139273,-103.527929,Texas,Spilogale gracilis,Western Spotted Skunk,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
157,2008-05-30,"Yellowstone National Park, Park County, US-WY, US",44.7020268296,-110.583219675,Wyoming,Ursus arctos horribilis,Grizzly Bear,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
158,2008-06-29,"Yellowstone National Park, US",44.48463151,-110.89069549940001,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
159,2006-05-28,"Yellowstone National Park, US",44.8595122051,-110.3552148174,Wyoming,Canis lupus,Gray Wolf,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
160,2013-07-12,"Rocky Mountain, Rocky Mountain National Park, Rocky Mountain National Park, Grand County, US-CO, US",40.314166666700004,-105.8125,Colorado,Cervidae,Deer,Mammalia,Rocky Mountain National Park,CO,Rocky Mountain ,Rocky Mountain NP
161,2013-08-17,"Yellowstone National Park, Teton County, US-WY, US",44.134166666700004,-110.93799999999999,Wyoming,Ursus americanus,American Black Bear,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
162,2005-08-22,"Yellowstone National Park, US",44.9051188747,-110.25828565120001,Wyoming,Lontra canadensis,North American River Otter,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
163,2013-08-12,"Grand Teton National Park, Teton County, US-WY, US",43.7953821215,-110.74450318049999,Wyoming,Canis lupus,Gray Wolf,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
164,2013-08-17,"Mount Rainier National Park, Buckley, Washington, US",46.929299,-121.689099,Washington,Ochotona princeps,American Pika,Mammalia,Mount Rainier National Park,WA,Mount Rainier ,Mount Rainier NP
165,2013-09-03,"Yosemite National Park, CA, US",37.878292,-119.36756899999999,California,Marmota flaviventris,Yellow-bellied Marmot,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
166,2013-09-02,"Yosemite National Park, CA, US",37.878333000000005,-119.412333,California,Neotamias speciosus,Lodgepole Chipmunk,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
167,2013-09-03,"Yosemite National Park, CA, US",37.886371999999994,-119.381042,California,Odocoileus hemionus,Mule Deer,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
168,2013-09-03,"Yosemite National Park, CA, US",37.892567,-119.382545,California,Odocoileus hemionus,Mule Deer,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
169,2013-09-08,"Big Bend National Park, Brewster County, US-TX, US",29.27828877,-103.28296337,Texas,Odocoileus virginianus carminis,Sierra del Carmen White-tailed Deer,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
170,2008-03-26,"Grand Canyon, Grand Canyon National Park, Coconino County, US-AZ, US",36.0926345836,-112.1511443564,Arizona,Ovis canadensis nelsoni,Desert Bighorn Sheep,Mammalia,Grand Canyon National Park,AZ,Grand Canyon ,Grand Canyon NP
171,2000-04-13,"Yellowstone National Park, US",44.970365302299996,-110.5008140804,Wyoming,Ovis canadensis,Bighorn Sheep,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
172,1982-02-03,"Yellowstone National Park, US",44.4465178361,-110.8265248861,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
173,2008-05-21,"Kenai Fjords National Park, Kenai Peninsula County, US-AK, US",59.6259964638,-150.1068805182,Alaska,Eumetopias jubatus,Steller Sea Lion,Mammalia,Kenai Fjords National Park,AK,Kenai Fjords ,Kenai Fjords NP
174,2013-09-12,"Big Bend National Park, Brewster County, US-TX, US",29.2959104402,-103.26378610270001,Texas,Ursus americanus,American Black Bear,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
175,2013-08-28,"Denali National Park, Denali County, US-AK, US",63.3013457934,-150.4494602227,Alaska,Rangifer tarandus,Caribou,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
176,2013-07-14,"Yellowstone National Park, Park County, US-WY, US",44.915602,-110.43973100000001,Wyoming,Ursus americanus,American Black Bear,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
177,2013-07-13,"Yellowstone National Park, US",44.8824648766,-110.27978901430001,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
178,2013-07-25,"Glacier National Park, Glacier County, US-MT, US",48.816146923000005,-113.6616876301,Montana,Ursus arctos horribilis,Grizzly Bear,Mammalia,Glacier National Park,MT,Glacier ,Glacier NP
179,2013-07-25,"Glacier National Park, Flathead County, US-MT, US",48.697263,-113.718345,Montana,Oreamnos americanus,Mountain Goat,Mammalia,Glacier National Park,MT,Glacier ,Glacier NP
180,2013-07-14,"Yellowstone National Park, Park County, US-WY, US",44.938496,-110.31093100000001,Wyoming,Antilocapra americana,Pronghorn,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
181,1993-07-13,"Denali National Park, Denali County, US-AK, US",63.756992347200004,-149.195487075,Alaska,Ursus arctos horribilis,Grizzly Bear,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
182,2013-02-10,"Big Bend National Park, Big Bend National Park, TX, US",29.137178000000002,-103.521231,Texas,Pecari tajacu,Collared Peccary,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
183,2013-02-09,"Big Bend National Park, Big Bend National Park, TX, US",29.140756,-103.529318,Texas,Pecari tajacu,Collared Peccary,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
184,2013-09-26,"Big Bend National Park, Brewster County, US-TX, US",29.319177000000003,-103.21352900000001,Texas,Pecari tajacu,Collared Peccary,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
185,2013-09-29,"Badlands National Park, Scenic, SD, US",43.890683,-102.410411,South Dakota,Bison bison,American Bison,Mammalia,Badlands National Park,SD,Badlands ,Badlands NP
186,2013-09-20,"Glacier National Park, Flathead County, US-MT, US",48.734081,-113.72266499999999,Montana,Oreamnos americanus,Mountain Goat,Mammalia,Glacier National Park,MT,Glacier ,Glacier NP
187,2013-09-20,"Glacier National Park, Flathead County, US-MT, US",48.745666666700004,-113.744,Montana,Ovis canadensis,Bighorn Sheep,Mammalia,Glacier National Park,MT,Glacier ,Glacier NP
188,2013-09-20,"Glacier National Park, Flathead County, US-MT, US",48.846099,-113.832921,Montana,Oreamnos americanus,Mountain Goat,Mammalia,Glacier National Park,MT,Glacier ,Glacier NP
189,2013-09-21,"Glacier National Park, Glacier County, US-MT, US",48.8531666667,-113.8606666667,Montana,Odocoileus hemionus,Mule Deer,Mammalia,Glacier National Park,MT,Glacier ,Glacier NP
190,2013-09-21,"Glacier National Park, Flathead County, US-MT, US",48.8418333333,-113.8578333333,Montana,Odocoileus,White-tailed and Mule Deer,Mammalia,Glacier National Park,MT,Glacier ,Glacier NP
191,2013-10-18,"Big Bend National Park, Brewster County, US-TX, US",29.334734032199997,-103.39460293469999,Texas,Ursus americanus,American Black Bear,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
192,2013-10-19,"Big Bend National Park, Brewster County, US-TX, US",29.134088000000002,-103.522642,Texas,Castor canadensis,American Beaver,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
193,2013-10-19,"Big Bend National Park, Brewster County, US-TX, US",29.141216999999997,-103.52873100000001,Texas,Lynx rufus,Bobcat,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
194,2013-10-18,"Big Bend National Park, Brewster County, US-TX, US",29.146843,-103.490014,Texas,Perognathus,,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
195,2013-10-18,"Big Bend National Park, Brewster County, US-TX, US",29.141583,-103.528452,Texas,Procyon lotor,Common Raccoon,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
196,2013-10-18,"Big Bend National Park, Brewster County, US-TX, US",29.141104,-103.529134,Texas,Sigmodon,Cotton Rats,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
197,2013-10-19,"Big Bend National Park, Brewster County, US-TX, US",29.141382,-103.528888,Texas,Geomyidae,Pocket Gophers,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
198,2013-10-19,"Big Bend National Park, Brewster County, US-TX, US",29.14119,-103.529,Texas,Sigmodon,Cotton Rats,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
199,2002-08-06,"Denali National Park, Denali County, US-AK, US",63.4462526851,-150.1506966642,Alaska,Rangifer tarandus,Caribou,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
200,2013-09-22,"Yellowstone National Park, Park County, US-WY, US",44.94256,-110.71797,Wyoming,Ochotona princeps,American Pika,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
201,2013-10-20,"Joshua Tree National Park, Desert Center, California, US",33.9413333333,-116.1363333333,California,Ammospermophilus leucurus,White-tailed Antelope Squirrel,Mammalia,Joshua Tree National Park,CA,Joshua Tree ,Joshua Tree NP
203,2013-10-29,"Channel Islands National Park, Channel Islands, Santa Barbara County, UCNRS, US-CA, US",34.0219605322,-119.61271499790001,California,Urocyon littoralis santacruzae,Santa Cruz Island Fox,Mammalia,Channel Islands National Park,CA,Channel Islands ,Channel Islands NP
204,2013-11-09,"Yellowstone National Park, US",44.5607817326,-110.94240198709998,Wyoming,Ursus arctos,Brown Bear,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
205,2013-11-09,"Yellowstone National Park, US",44.4978031565,-110.8284881312,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
206,2013-08-07,"Yosemite National Park, Tuolumne County, US-CA, US",37.964284,-119.772949,California,Otospermophilus beecheyi,California Ground Squirrel,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
207,2013-07-27,"Kings Canyon/sequoia, Sequoia National Park, Sequoia and Kings Canyon National Parks, Tulare County, US-CA, US",36.550024,-118.77388,California,Neotamias,Western Chipmunks,Mammalia,Sequoia and Kings Canyon National Park,CA,Sequoia and Kings Canyon ,Sequoia and Kings Canyon NP
208,2013-07-28,"Kings Canyon/sequoia, Sequoia National Park, Sequoia and Kings Canyon National Parks, Tulare County, US-CA, US",36.606929,-118.792419,California,Ursus americanus,American Black Bear,Mammalia,Sequoia and Kings Canyon National Park,CA,Sequoia and Kings Canyon ,Sequoia and Kings Canyon NP
209,2013-11-10,"Big Bend National Park, Brewster County, US-TX, US",29.3425022296,-103.3108436739,Texas,Ursus americanus eremicus,East Mexican Black Bear,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
210,2013-11-09,"Big Bend National Park, Big Bend National Park, TX, US",29.139343,-103.527962,Texas,Taxidea taxus,American Badger,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
211,2013-11-09,"Big Bend National Park, Big Bend National Park, TX, US",29.152195000000003,-103.594631,Texas,Lynx rufus,Bobcat,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
212,2013-11-09,"Big Bend National Park, Big Bend National Park, TX, US",29.141026,-103.52915,Texas,Lepus californicus,Black-tailed Jackrabbit,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
213,2013-11-09,"Big Bend National Park, Big Bend National Park, TX, US",29.154411,-103.597714,Texas,Bassariscus astutus,Ringtail,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
214,2013-11-07,"Big Bend National Park, Big Bend National Park, TX, US",29.141263000000002,-103.528729,Texas,Canis latrans,Coyote,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
215,2013-11-09,"Big Bend National Park, Big Bend National Park, TX, US",29.141176,-103.528888,Texas,Neotoma,Woodrats,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
216,2013-11-07,"Big Bend National Park, Big Bend National Park, TX, US",29.142585999999998,-103.527192,Texas,Sylvilagus audubonii,Desert Cottontail,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
217,2013-11-07,"Big Bend National Park, Big Bend National Park, TX, US",29.190303999999998,-103.006682,Texas,Neotoma,Woodrats,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
218,2013-11-07,"Big Bend National Park, Big Bend National Park, TX, US",29.160653999999997,-103.554302,Texas,Lynx rufus,Bobcat,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
219,2013-11-07,"Big Bend National Park, Brewster County, US-TX, US",29.140216,-103.530182,Texas,Castor canadensis,American Beaver,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
220,2013-11-10,"Big Bend National Park, Brewster County, US-TX, US",29.3266019404,-103.297152202,Texas,Ursus americanus eremicus,East Mexican Black Bear,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
221,2013-11-07,"Big Bend National Park, Big Bend National Park, TX, US",29.140345,-103.529821,Texas,Procyon lotor,Common Raccoon,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
222,2013-11-07,"Big Bend National Park, Big Bend National Park, TX, US",29.160705,-103.554388,Texas,Heteromyidae,Kangaroo Rats and Pocket Mice,Mammalia,Big Bend National Park,TX,Big Bend ,Big Bend NP
223,2011-09-07,"Denali National Park, Denali County, US-AK, US",63.406770164099996,-150.26138456360002,Alaska,Ursus arctos horribilis,Grizzly Bear,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
224,2011-09-07,"enali National Park, Denali County, US-AK, US",63.44944399999999,-150.77611100000001,Alaska,Alces alces,Moose,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
225,2011-09-09,"Denali National Park, Denali County, US-AK, US",63.716422460699995,-149.3508233667,Alaska,Rangifer tarandus,Caribou,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
