Park,observed_on,mammal_count,num_mammals_observed,Alces alces,Antilocapra americana,Bison bison,Ursus americanus,Ursus arctos,Cervus canadensis,Canis lupus,Procyon lotor,Odocoileus virginianus,Odocoileus hemionus,ParkType,Region,State,RecreationVisits,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry
Olympic NP,2017-09,9,5,0,0,0,0,0,0,0,1,0,2,National Park,Pacific West ,WA,411658,10011,2294,20086,14456,18843
Olympic NP,2017-10,3,3,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West ,WA,194127,5810,116,5572,3186,2353
Olympic NP,2017-12,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,71335,2699,0,461,413,365
Olympic NP,2018-03,1,1,0,0,0,0,0,1,0,0,0,0,National Park,Pacific West ,WA,113917,1506,0,1228,806,1434
Olympic NP,2018-05,3,3,0,0,0,0,0,0,0,1,0,2,National Park,Pacific West ,WA,305775,7129,317,14164,7968,11662
Olympic NP,2018-06,11,3,0,0,0,1,0,0,0,0,0,8,National Park,Pacific West ,WA,462461,11122,2355,21897,13913,16436
Olympic NP,2018-07,12,5,0,0,0,1,0,1,0,0,0,5,National Park,Pacific West ,WA,492372,11446,4470,37854,16263,35227
Olympic NP,2018-08,13,7,0,0,0,0,0,0,0,0,0,5,National Park,Pacific West ,WA,655793,11585,2779,53352,17116,41636
Olympic NP,2018-09,2,1,0,0,0,0,0,0,0,0,0,2,National Park,Pacific West ,WA,345371,9978,1301,22098,13299,15138
Olympic NP,2018-10,7,7,0,0,0,0,0,1,0,1,0,1,National Park,Pacific West ,WA,193677,4950,0,4785,2498,2580
Olympic NP,2018-11,4,4,0,0,0,1,0,0,0,1,0,1,National Park,Pacific West ,WA,90207,2692,0,646,1010,108
Olympic NP,2018-12,1,1,0,0,0,0,0,1,0,0,0,0,National Park,Pacific West ,WA,63753,3305,0,279,483,286
Olympic NP,2019-03,3,3,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West ,WA,113720,1530,0,1840,1859,861
Olympic NP,2019-04,9,4,0,0,0,0,0,3,0,0,0,2,National Park,Pacific West ,WA,159983,4070,165,3812,2556,2317
Olympic NP,2019-05,4,3,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West ,WA,307426,8300,1190,11132,12162,8384
Olympic NP,2019-06,25,13,0,0,0,2,0,0,0,0,0,10,National Park,Pacific West ,WA,499728,11462,6060,21607,9294,19037
Olympic NP,2019-07,29,16,0,0,0,6,0,2,0,0,0,6,National Park,Pacific West ,WA,517058,11687,7532,33713,14746,26305
Olympic NP,2019-08,10,8,0,0,0,0,0,1,0,0,0,3,National Park,Pacific West ,WA,737996,11657,7532,34943,15319,28152
Olympic NP,2019-09,8,7,0,0,0,1,0,2,0,0,0,2,National Park,Pacific West ,WA,399907,10033,4750,21420,12946,8877
Olympic NP,2019-10,6,5,0,0,0,0,0,2,0,0,0,2,National Park,Pacific West ,WA,182944,6599,1416,4299,2720,1772
Olympic NP,2019-11,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,108204,2888,0,1065,1237,495
Petrified Forest NP,2014-08,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,95891,0,0,0,0,21
Petrified Forest NP,2014-11,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,37863,0,0,0,0,11
Petrified Forest NP,2014-12,1,1,0,0,0,0,0,0,0,0,0,1,National Park,Intermountain ,AZ,35281,0,0,0,0,5
Petrified Forest NP,2015-04,1,1,0,1,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,69468,0,0,0,0,48
Petrified Forest NP,2015-06,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,120105,0,0,0,0,46
Petrified Forest NP,2016-02,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,23269,0,0,0,0,34
Petrified Forest NP,2016-03,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,49482,0,0,0,0,45
Petrified Forest NP,2016-04,6,5,0,1,0,0,0,0,0,0,0,1,National Park,Intermountain ,AZ,54262,0,0,0,0,45
Petrified Forest NP,2016-05,11,6,0,5,0,0,0,0,0,0,0,1,National Park,Intermountain ,AZ,59516,0,0,0,0,41
Petrified Forest NP,2016-06,16,8,0,4,0,0,0,0,0,0,0,3,National Park,Intermountain ,AZ,95672,0,0,0,0,40
Petrified Forest NP,2016-07,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,110214,0,0,0,0,124
Petrified Forest NP,2016-08,25,12,0,0,0,0,0,0,0,0,0,3,National Park,Intermountain ,AZ,71512,0,0,0,0,35
Petrified Forest NP,2016-09,4,4,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,53778,0,0,0,0,62
Petrified Forest NP,2016-10,8,2,0,0,0,0,0,0,0,0,0,4,National Park,Intermountain ,AZ,51338,0,0,0,0,20
Petrified Forest NP,2016-11,4,3,0,1,0,0,0,0,0,0,0,2,National Park,Intermountain ,AZ,30888,0,0,0,0,15
Petrified Forest NP,2016-12,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,24567,0,0,0,0,10
Petrified Forest NP,2017-01,2,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,24592,0,0,0,0,10
Petrified Forest NP,2017-02,3,2,0,2,0,0,0,0,0,0,0,1,National Park,Intermountain ,AZ,21907,0,0,0,0,32
Petrified Forest NP,2017-03,8,5,0,4,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,54971,0,0,0,0,212
Petrified Forest NP,2017-04,3,3,0,0,0,0,0,0,0,0,0,1,National Park,Intermountain ,AZ,49474,0,0,0,0,222
Petrified Forest NP,2017-05,3,3,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,61584,0,0,0,0,199
Petrified Forest NP,2017-06,6,5,0,1,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,82104,0,0,0,0,199
Petrified Forest NP,2017-07,12,9,0,1,0,0,0,0,0,0,0,2,National Park,Intermountain ,AZ,81984,0,0,0,0,79
Petrified Forest NP,2017-08,9,7,0,2,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,76121,0,0,0,0,120
Petrified Forest NP,2017-09,5,4,0,1,0,0,0,0,0,0,0,2,National Park,Intermountain ,AZ,47260,0,0,0,0,80
Petrified Forest NP,2017-10,9,8,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,65029,0,0,0,0,107
Petrified Forest NP,2017-11,2,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,33237,0,0,0,0,63
Petrified Forest NP,2018-01,3,3,0,0,0,0,0,0,0,0,0,1,National Park,Intermountain ,AZ,25215,0,0,0,0,51
Petrified Forest NP,2018-02,5,5,0,1,0,0,0,0,0,0,0,1,National Park,Intermountain ,AZ,27216,0,0,0,0,47
Petrified Forest NP,2018-03,3,3,0,0,0,0,0,0,0,0,0,2,National Park,Intermountain ,AZ,54614,0,0,0,0,140
Petrified Forest NP,2018-04,2,2,0,1,0,0,0,0,0,0,0,1,National Park,Intermountain ,AZ,49638,0,0,0,0,136
Petrified Forest NP,2018-05,17,6,0,6,0,0,0,0,0,0,0,5,National Park,Intermountain ,AZ,73753,0,0,0,0,206
Petrified Forest NP,2018-06,16,7,0,2,0,0,0,0,0,0,0,5,National Park,Intermountain ,AZ,104583,0,0,0,0,168
Petrified Forest NP,2018-07,10,9,0,2,0,0,0,0,0,0,0,1,National Park,Intermountain ,AZ,81520,0,0,0,0,104
Petrified Forest NP,2018-08,36,21,0,2,0,0,0,0,0,0,0,4,National Park,Intermountain ,AZ,64665,0,0,0,0,62
Petrified Forest NP,2018-09,4,3,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,56831,0,0,0,0,42
Petrified Forest NP,2018-12,5,5,0,0,0,0,0,0,0,0,0,1,National Park,Intermountain ,AZ,24657,0,0,0,0,43
Petrified Forest NP,2019-02,2,2,0,1,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,21342,0,0,0,0,7
Petrified Forest NP,2019-03,4,3,0,2,0,0,0,1,0,0,0,0,National Park,Intermountain ,AZ,55187,0,0,0,0,148
Petrified Forest NP,2019-04,3,3,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,56567,0,0,0,0,201
Petrified Forest NP,2019-05,3,3,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,72802,0,0,0,0,260
Petrified Forest NP,2019-06,1,1,0,1,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,95451,0,0,0,0,225
Petrified Forest NP,2019-07,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,90546,0,0,0,0,180
Petrified Forest NP,2019-09,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,AZ,52525,0,0,0,0,86
Petrified Forest NP,2019-11,1,1,0,0,0,0,0,0,0,0,0,1,National Park,Intermountain ,AZ,32092,0,0,0,0,45
Petrified Forest NP,2019-12,4,3,0,0,0,0,0,0,0,0,0,2,National Park,Intermountain ,AZ,32440,0,0,0,0,51
Pinnacles NP,2014-02,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,15335,0,0,0,0,0
Pinnacles NP,2014-03,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,20755,0,0,0,0,0
Pinnacles NP,2015-03,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,24192,0,0,0,0,0
Pinnacles NP,2016-03,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,24605,0,0,0,0,0
Pinnacles NP,2016-04,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,27035,0,0,0,0,0
Pinnacles NP,2016-05,7,5,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,23360,0,0,0,0,0
Pinnacles NP,2016-07,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,18818,0,0,0,0,0
Pinnacles NP,2016-08,3,3,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West ,CA,16784,0,0,0,0,0
Pinnacles NP,2016-09,3,3,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West ,CA,13419,0,0,0,0,0
Pinnacles NP,2016-12,3,3,0,0,0,0,0,0,0,1,0,0,National Park,Pacific West ,CA,16259,0,0,0,0,0
Pinnacles NP,2017-03,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,28618,0,0,0,0,0
Pinnacles NP,2017-04,12,11,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,34773,0,0,0,0,0
Pinnacles NP,2017-05,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,24776,0,0,0,0,0
Pinnacles NP,2017-06,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,20556,0,0,0,0,0
Pinnacles NP,2017-07,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,20705,0,0,0,0,0
Pinnacles NP,2017-08,3,3,0,0,0,0,0,0,0,1,0,1,National Park,Pacific West ,CA,15826,0,0,0,0,0
Pinnacles NP,2017-09,15,8,0,0,0,0,0,0,0,1,0,2,National Park,Pacific West ,CA,12781,0,0,0,0,0
Pinnacles NP,2017-10,5,4,0,0,0,0,0,0,0,0,0,2,National Park,Pacific West ,CA,15829,0,0,0,0,0
Pinnacles NP,2017-11,1,1,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West ,CA,15473,0,0,0,0,0
Pinnacles NP,2017-12,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,17825,0,0,0,0,0
Pinnacles NP,2018-01,3,3,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,15909,0,0,0,0,0
Pinnacles NP,2018-02,7,6,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,18793,0,0,0,0,0
Pinnacles NP,2018-03,4,4,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,22351,0,0,0,0,0
Pinnacles NP,2018-04,2,2,0,0,0,0,0,0,0,1,0,0,National Park,Pacific West ,CA,25902,0,0,0,0,0
Pinnacles NP,2018-05,6,5,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,24843,0,0,0,0,0
Pinnacles NP,2018-06,7,6,0,0,0,0,0,0,0,1,0,0,National Park,Pacific West ,CA,27164,0,0,0,0,0
Pinnacles NP,2018-07,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,12797,0,0,0,0,0
Pinnacles NP,2018-08,5,4,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,15122,0,0,0,0,0
Pinnacles NP,2018-09,3,2,0,0,0,0,0,0,0,1,0,0,National Park,Pacific West ,CA,13192,0,0,0,0,0
Pinnacles NP,2018-10,5,4,0,0,0,0,0,0,0,0,0,3,National Park,Pacific West ,CA,13799,0,0,0,0,0
Pinnacles NP,2018-12,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,16429,0,0,0,0,0
Pinnacles NP,2019-02,4,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,11735,0,0,0,0,0
Pinnacles NP,2019-03,7,3,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,24681,0,0,0,0,0
Pinnacles NP,2019-04,3,2,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,16234,0,0,0,0,0
Pinnacles NP,2019-05,7,6,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West ,CA,19398,0,0,0,0,0
Pinnacles NP,2019-06,4,3,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West ,CA,19061,0,0,0,0,0
Pinnacles NP,2019-07,3,3,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,13016,0,0,0,0,0
Pinnacles NP,2019-09,10,6,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West ,CA,14165,0,0,0,0,0
Pinnacles NP,2019-10,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,14084,0,0,0,0,0
Pinnacles NP,2019-11,3,3,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,14786,0,0,0,0,0
Pinnacles NP,2019-12,3,3,0,0,0,0,0,0,0,1,0,1,National Park,Pacific West ,CA,12115,0,0,0,0,0
Redwood NP,2009-06,1,1,0,0,0,0,0,1,0,0,0,0,National Park,Pacific West ,CA,63174,636,0,285,0,202
Redwood NP,2011-05,1,1,0,0,0,0,0,1,0,0,0,0,National Park,Pacific West ,CA,28613,0,0,191,0,43
Redwood NP,2011-08,1,1,0,0,0,0,0,1,0,0,0,0,National Park,Pacific West ,CA,54168,0,0,0,0,288
Redwood NP,2011-12,1,1,0,0,0,0,0,1,0,0,0,0,National Park,Pacific West ,CA,13921,0,0,0,0,22
Redwood NP,2012-07,1,1,0,0,0,0,0,1,0,0,0,0,National Park,Pacific West ,CA,58407,0,0,205,0,671
Redwood NP,2015-02,1,1,0,0,0,0,0,1,0,0,0,0,National Park,Pacific West ,CA,30275,0,0,99,0,37
Redwood NP,2015-05,2,2,0,0,0,1,0,0,0,0,0,0,National Park,Pacific West ,CA,46980,0,0,434,0,430
Redwood NP,2015-09,1,1,0,0,0,0,0,1,0,0,0,0,National Park,Pacific West ,CA,54037,0,0,433,0,507
Redwood NP,2015-10,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,36714,0,0,236,0,257
Redwood NP,2015-11,1,1,0,0,0,0,0,1,0,0,0,0,National Park,Pacific West ,CA,31566,0,0,177,0,176
Redwood NP,2016-03,2,1,0,0,0,0,0,0,0,2,0,0,National Park,Pacific West ,CA,38638,0,0,386,0,108
Redwood NP,2016-09,2,2,0,0,0,0,0,1,0,0,0,0,National Park,Pacific West ,CA,49344,0,0,572,0,546
Redwood NP,2016-11,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,18915,0,0,209,0,62
Redwood NP,2017-03,2,2,0,0,0,0,0,1,0,0,0,0,National Park,Pacific West ,CA,19301,0,0,277,0,122
Redwood NP,2017-04,1,1,0,0,0,0,0,1,0,0,0,0,National Park,Pacific West ,CA,32127,0,0,213,0,106
Redwood NP,2017-05,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,49170,0,0,322,0,465
Redwood NP,2017-06,1,1,0,0,0,0,0,1,0,0,0,0,National Park,Pacific West ,CA,59862,0,0,559,0,906
Redwood NP,2017-07,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,68427,0,0,605,0,1284
Redwood NP,2017-09,1,1,0,0,0,0,0,1,0,0,0,0,National Park,Pacific West ,CA,43677,0,0,214,0,382
Redwood NP,2017-10,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,31446,0,0,285,0,255
Redwood NP,2017-11,2,1,0,0,0,0,0,2,0,0,0,0,National Park,Pacific West ,CA,21096,0,0,79,0,65
Redwood NP,2017-12,5,4,0,0,0,0,0,3,0,0,0,0,National Park,Pacific West ,CA,27009,0,0,97,0,75
Redwood NP,2018-03,2,2,0,0,0,0,0,2,0,0,0,0,National Park,Pacific West ,CA,24118,0,0,18,0,12
Redwood NP,2018-04,1,1,0,0,0,0,0,1,0,0,0,0,National Park,Pacific West ,CA,32580,0,0,248,0,230
Redwood NP,2018-06,4,3,0,0,0,1,0,2,0,0,0,0,National Park,Pacific West ,CA,70581,0,0,513,0,654
Redwood NP,2018-07,3,2,0,0,0,0,0,3,0,0,0,0,National Park,Pacific West ,CA,72787,0,0,574,0,1078
Redwood NP,2018-08,3,1,0,0,0,0,0,3,0,0,0,0,National Park,Pacific West ,CA,57316,0,0,626,0,1027
Redwood NP,2018-09,4,3,0,0,0,1,0,0,0,0,0,0,National Park,Pacific West ,CA,51968,0,0,291,0,416
Redwood NP,2018-10,3,3,0,0,0,1,0,0,0,0,0,0,National Park,Pacific West ,CA,35275,0,0,880,0,112
Redwood NP,2019-02,3,1,0,0,0,0,0,3,0,0,0,0,National Park,Pacific West ,CA,17768,0,0,41,0,20
Redwood NP,2019-03,2,1,0,0,0,0,0,2,0,0,0,0,National Park,Pacific West ,CA,30938,0,0,213,0,66
Redwood NP,2019-04,4,4,0,0,0,1,0,2,0,0,0,0,National Park,Pacific West ,CA,33179,0,0,121,0,118
Redwood NP,2019-06,7,4,0,0,0,0,0,5,0,0,0,0,National Park,Pacific West ,CA,76137,0,0,497,0,487
Redwood NP,2019-07,8,8,0,0,0,1,0,1,0,0,0,1,National Park,Pacific West ,CA,69750,0,0,474,0,941
Redwood NP,2019-08,6,4,0,0,0,1,0,4,0,0,0,0,National Park,Pacific West ,CA,55227,0,0,416,0,667
Redwood NP,2019-09,10,8,0,0,0,1,0,2,0,0,0,1,National Park,Pacific West ,CA,55568,0,0,216,0,405
Redwood NP,2019-10,4,4,0,0,0,0,0,1,0,0,0,0,National Park,Pacific West ,CA,42048,0,0,116,0,156
Redwood NP,2019-12,1,1,0,0,0,0,0,1,0,0,0,0,National Park,Pacific West ,CA,19752,0,0,50,0,34
Rocky Mountain NP,2009-07,1,1,0,0,0,0,0,1,0,0,0,0,National Park,Intermountain ,CO,626907,0,0,25827,10974,10945
Rocky Mountain NP,2009-08,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,CO,568455,0,0,21045,9261,10005
Rocky Mountain NP,2009-09,3,3,0,0,0,0,0,1,0,0,0,0,National Park,Intermountain ,CO,443488,0,0,12291,10260,3961
Rocky Mountain NP,2010-07,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,CO,668418,0,0,27129,11130,12452
Rocky Mountain NP,2011-06,5,5,0,0,0,0,0,1,0,0,0,0,National Park,Intermountain ,CO,500733,0,0,21768,11184,3841
Rocky Mountain NP,2011-07,2,2,0,0,0,0,0,1,0,0,0,0,National Park,Intermountain ,CO,743741,0,0,30792,13530,10720
Rocky Mountain NP,2011-08,3,2,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,CO,620534,0,0,28212,12030,10257
Rocky Mountain NP,2012-05,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,CO,228950,0,0,3543,1818,1686
Rocky Mountain NP,2012-06,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,CO,500206,0,0,18210,7863,6069
Rocky Mountain NP,2012-07,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,CO,651722,0,0,22761,8184,6071
Rocky Mountain NP,2012-08,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,CO,589131,0,0,22233,8292,9646
Rocky Mountain NP,2013-07,7,6,2,0,0,0,0,1,0,0,0,0,National Park,Intermountain ,CO,712583,0,0,24144,9234,10782
Rocky Mountain NP,2013-08,2,2,0,0,0,0,0,1,0,0,0,1,National Park,Intermountain ,CO,621852,0,0,23517,9189,9775
Rocky Mountain NP,2014-02,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,CO,76881,0,0,18,51,130
Rocky Mountain NP,2014-06,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,CO,538725,0,0,24207,10818,5731
Rocky Mountain NP,2014-07,2,2,1,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,CO,693685,0,0,33303,12252,11488
Rocky Mountain NP,2014-08,11,6,0,0,0,0,0,4,0,0,0,0,National Park,Intermountain ,CO,616826,0,0,29505,11559,10180
Rocky Mountain NP,2014-09,6,6,0,0,0,0,0,1,0,0,0,1,National Park,Intermountain ,CO,537694,0,0,17517,9975,4155
Rocky Mountain NP,2014-11,1,1,0,0,0,0,0,0,0,0,0,1,National Park,Intermountain ,CO,90915,0,0,621,0,100
Rocky Mountain NP,2015-04,1,1,0,0,0,0,0,1,0,0,0,0,National Park,Intermountain ,CO,116959,0,0,1308,0,248
Rocky Mountain NP,2015-05,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,CO,259711,0,0,5118,2856,1388
Rocky Mountain NP,2015-06,10,7,1,0,0,0,0,4,0,0,0,0,National Park,Intermountain ,CO,608796,0,0,26655,12375,7152
Rocky Mountain NP,2015-07,12,8,2,0,0,0,0,5,0,0,0,1,National Park,Intermountain ,CO,858426,0,0,34548,13335,14438
Rocky Mountain NP,2015-08,4,4,1,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,CO,765579,0,0,33294,12834,13446
Rocky Mountain NP,2015-09,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,CO,644350,0,0,18615,10710,6815
Rocky Mountain NP,2015-11,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,CO,118398,0,0,327,246,150
Rocky Mountain NP,2016-05,3,3,1,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,CO,285868,0,0,4350,2454,1790
Rocky Mountain NP,2016-06,9,4,2,0,0,0,0,6,0,0,0,0,National Park,Intermountain ,CO,700990,0,0,25437,11037,8069
Rocky Mountain NP,2016-07,14,9,1,0,0,0,0,1,0,0,0,0,National Park,Intermountain ,CO,912507,0,0,34533,13191,15453
Rocky Mountain NP,2016-08,20,9,1,0,0,1,0,5,0,0,0,1,National Park,Intermountain ,CO,772849,0,0,30228,15285,9719
Rocky Mountain NP,2016-09,11,6,0,0,0,1,0,6,0,0,0,2,National Park,Intermountain ,CO,711110,0,0,21546,12210,7063
Rocky Mountain NP,2016-10,5,5,1,0,0,0,0,1,0,0,0,1,National Park,Intermountain ,CO,398525,0,0,2268,1737,1816
Rocky Mountain NP,2017-01,1,1,0,0,0,0,0,1,0,0,0,0,National Park,Intermountain ,CO,95602,0,0,204,132,95
Rocky Mountain NP,2017-04,6,4,1,0,0,0,0,3,0,0,0,0,National Park,Intermountain ,CO,158360,0,0,1248,843,325
Rocky Mountain NP,2017-05,3,2,1,0,0,0,0,2,0,0,0,0,National Park,Intermountain ,CO,263222,0,0,7158,3378,1777
Rocky Mountain NP,2017-06,27,8,6,0,0,0,0,13,0,0,0,1,National Park,Intermountain ,CO,741247,0,0,27714,13623,8330
Rocky Mountain NP,2017-07,40,13,1,0,0,0,0,14,0,0,0,2,National Park,Intermountain ,CO,885478,0,0,33708,13332,14786
Rocky Mountain NP,2017-08,18,8,3,0,0,0,0,4,0,0,0,1,National Park,Intermountain ,CO,782625,0,0,31401,13074,11498
Rocky Mountain NP,2017-09,41,11,10,0,0,0,0,8,0,0,0,2,National Park,Intermountain ,CO,681160,0,0,20076,11508,6496
Rocky Mountain NP,2017-10,2,2,1,0,0,0,0,1,0,0,0,0,National Park,Intermountain ,CO,332526,0,0,1218,1032,1007
Rocky Mountain NP,2017-11,3,3,0,0,0,0,0,1,0,0,0,1,National Park,Intermountain ,CO,140223,0,0,351,252,186
Rocky Mountain NP,2017-12,2,1,0,0,0,0,0,0,0,0,0,2,National Park,Intermountain ,CO,112830,0,0,252,144,115
Rocky Mountain NP,2018-01,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Intermountain ,CO,111422,0,0,195,135,99
Rocky Mountain NP,2018-03,10,7,1,0,0,0,0,2,0,0,0,4,National Park,Intermountain ,CO,156434,0,0,549,318,275
Rocky Mountain NP,2018-04,12,7,1,0,0,0,0,6,0,0,0,2,National Park,Intermountain ,CO,151975,0,0,603,471,271
Rocky Mountain NP,2018-05,18,8,1,0,0,1,0,4,0,0,0,4,National Park,Intermountain ,CO,305993,0,0,7206,4674,1974
Rocky Mountain NP,2018-06,24,13,2,0,0,1,0,9,0,0,0,2,National Park,Intermountain ,CO,720822,0,0,29595,13404,8877
Rocky Mountain NP,2018-07,57,12,7,0,0,0,0,12,0,0,0,2,National Park,Intermountain ,CO,931929,0,0,31968,15276,14787
Rocky Mountain NP,2018-08,29,10,2,0,0,1,0,10,0,0,0,2,National Park,Intermountain ,CO,798306,0,0,23136,22056,12177
Rocky Mountain NP,2018-09,38,11,4,0,0,0,0,17,0,0,0,3,National Park,Intermountain ,CO,784480,0,0,20856,11727,7003
Rocky Mountain NP,2018-10,4,3,0,0,0,0,0,2,0,0,0,1,National Park,Intermountain ,CO,312757,0,0,3213,2352,1100
Rocky Mountain NP,2018-11,2,1,0,0,0,0,0,0,0,0,0,2,National Park,Intermountain ,CO,125349,0,0,339,339,117
Rocky Mountain NP,2018-12,3,1,0,0,0,0,0,0,0,0,0,3,National Park,Intermountain ,CO,106781,0,0,168,99,36
Rocky Mountain NP,2019-02,3,3,0,0,0,0,0,2,0,0,0,1,National Park,Intermountain ,CO,99873,0,0,144,99,0
Rocky Mountain NP,2019-03,3,2,0,0,0,0,0,0,0,0,0,1,National Park,Intermountain ,CO,146414,0,0,465,150,134
Rocky Mountain NP,2019-04,7,4,1,0,0,0,0,3,0,0,0,2,National Park,Intermountain ,CO,160259,0,0,1134,918,171
Rocky Mountain NP,2019-05,15,10,3,0,0,0,0,5,0,0,0,1,National Park,Intermountain ,CO,280351,0,0,6570,3735,1068
Rocky Mountain NP,2019-06,67,13,18,0,0,1,0,19,0,0,0,2,National Park,Intermountain ,CO,698224,0,0,12912,18225,6307
Rocky Mountain NP,2019-07,138,22,13,0,0,1,0,27,0,0,0,5,National Park,Intermountain ,CO,973992,0,0,34785,12660,13934
Rocky Mountain NP,2019-08,52,14,3,0,0,0,0,12,0,0,0,2,National Park,Intermountain ,CO,830039,0,0,30726,13026,11653
Rocky Mountain NP,2019-09,46,14,3,0,0,0,0,11,0,0,0,7,National Park,Intermountain ,CO,752320,0,0,20634,12162,6706
