Park,observed_on,mammal_count,num_mammals_observed,Alces alces,Antilocapra americana,Bison bison,Ursus americanus,Ursus arctos,Cervus canadensis,Canis lupus,Procyon lotor,Odocoileus virginianus,Odocoileus hemionus,ParkType,Region,State,RecreationVisits,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry
Great Smoky Mountains NP,2017-05,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Southeast ,TN,907646,1288,0,18698,11056,14675
Great Smoky Mountains NP,2017-07,3,1,0,0,0,0,0,0,0,0,3,0,National Park,Southeast ,TN,1492508,1521,0,32332,20762,9371
Great Smoky Mountains NP,2017-08,1,1,0,0,0,0,0,0,0,0,1,0,National Park,Southeast ,TN,1235188,1405,0,25972,11492,9605
Great Smoky Mountains NP,2017-09,2,2,0,0,0,0,0,0,0,0,1,0,National Park,Southeast ,TN,1282168,1255,0,16581,14608,7269
Great Smoky Mountains NP,2017-10,1,1,0,0,0,0,0,0,0,0,1,0,National Park,Southeast ,TN,1336369,1395,0,21680,22814,11170
Great Smoky Mountains NP,2017-11,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Southeast ,TN,817238,1029,0,2890,3802,5388
Great Smoky Mountains NP,2018-02,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Southeast ,TN,399156,0,0,463,358,1980
Great Smoky Mountains NP,2018-04,4,3,0,0,0,0,0,0,0,0,2,0,National Park,Southeast ,TN,820657,1242,0,6481,5651,15035
Great Smoky Mountains NP,2018-05,6,5,0,0,0,0,0,0,0,0,2,0,National Park,Southeast ,TN,985145,1411,0,15292,11205,14475
Great Smoky Mountains NP,2018-06,7,4,0,0,0,0,0,0,0,0,2,0,National Park,Southeast ,TN,1401741,1491,0,35004,21580,12017
Great Smoky Mountains NP,2018-07,8,5,0,0,0,0,0,0,0,0,4,0,National Park,Southeast ,TN,1468273,1507,0,30714,23128,8945
Great Smoky Mountains NP,2018-08,7,4,0,0,0,0,0,0,0,0,1,0,National Park,Southeast ,TN,1195360,1382,0,20026,13666,6588
Great Smoky Mountains NP,2018-09,2,2,0,0,0,0,0,0,0,0,1,0,National Park,Southeast ,TN,1369637,1263,0,15700,10728,6725
Great Smoky Mountains NP,2018-10,4,3,0,0,0,0,0,0,0,0,2,0,National Park,Southeast ,TN,1263665,1365,0,22038,21574,10853
Great Smoky Mountains NP,2018-11,5,4,0,0,0,0,0,0,0,0,2,0,National Park,Southeast ,TN,867110,1029,0,1672,2439,5421
Great Smoky Mountains NP,2018-12,1,1,0,0,0,0,0,0,0,0,1,0,National Park,Southeast ,TN,640357,0,0,974,590,1814
Great Smoky Mountains NP,2019-01,3,2,0,0,0,0,0,0,0,0,2,0,National Park,Southeast ,TN,496743,0,0,520,236,1231
Great Smoky Mountains NP,2019-02,2,1,0,0,0,0,0,0,0,0,2,0,National Park,Southeast ,TN,421770,0,0,463,358,1290
Great Smoky Mountains NP,2019-03,6,4,0,0,0,0,0,0,0,0,2,0,National Park,Southeast ,TN,786305,321,0,4930,2399,10161
Great Smoky Mountains NP,2019-04,5,3,0,0,0,0,0,0,0,0,3,0,National Park,Southeast ,TN,999259,1185,0,4603,3440,14067
Great Smoky Mountains NP,2019-05,4,1,0,0,0,0,0,0,0,0,4,0,National Park,Southeast ,TN,1096056,1414,0,15098,10428,14686
Great Smoky Mountains NP,2019-06,6,5,0,0,0,0,0,0,0,0,2,0,National Park,Southeast ,TN,1469857,1507,0,35106,21358,11496
Great Smoky Mountains NP,2019-07,5,2,0,0,0,0,0,0,0,0,4,0,National Park,Southeast ,TN,1613133,1457,0,29404,21608,8909
Great Smoky Mountains NP,2019-08,7,5,0,0,0,0,0,0,0,0,3,0,National Park,Southeast ,TN,1411231,1417,0,21335,14312,7143
Great Smoky Mountains NP,2019-09,7,5,0,0,0,0,0,0,0,0,2,0,National Park,Southeast ,TN,1273326,1263,0,17417,14141,7141
Great Smoky Mountains NP,2019-10,10,5,0,0,0,0,0,0,0,1,3,0,National Park,Southeast ,TN,1408013,1379,0,24066,22158,10970
Great Smoky Mountains NP,2019-11,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Southeast ,TN,851419,1012,0,1493,2512,5598
Joshua Tree NP,2013-04,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,196575,0,0,26304,8283,2326
Joshua Tree NP,2013-10,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,54688,0,0,9904,1974,460
Joshua Tree NP,2013-12,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,128505,0,0,26192,4308,944
Joshua Tree NP,2016-03,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,327072,0,0,37704,10356,4118
Joshua Tree NP,2016-05,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,220378,0,0,24788,5139,1761
Joshua Tree NP,2016-08,2,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,148427,0,0,5316,1053,361
Joshua Tree NP,2016-11,4,3,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,248731,0,0,27372,7599,2938
Joshua Tree NP,2017-01,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,240124,0,0,23852,8028,1511
Joshua Tree NP,2017-03,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,404545,0,0,38484,12024,4163
Joshua Tree NP,2017-04,3,3,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,361992,0,0,37100,11055,4015
Joshua Tree NP,2017-06,5,5,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,125896,0,0,7864,1518,274
Joshua Tree NP,2017-08,5,5,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,142340,0,0,6172,1260,306
Joshua Tree NP,2017-09,4,3,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,157084,0,0,10644,2664,465
Joshua Tree NP,2017-10,4,4,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,223008,0,0,25876,6855,1509
Joshua Tree NP,2017-11,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,307770,0,0,25528,8040,1942
Joshua Tree NP,2017-12,3,2,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,284398,0,0,23964,8541,1942
Joshua Tree NP,2018-01,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,297435,0,0,21480,10029,1508
Joshua Tree NP,2018-02,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,288392,0,0,19920,10212,2207
Joshua Tree NP,2018-03,2,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,404708,0,0,35736,11220,3970
Joshua Tree NP,2018-04,5,5,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,325715,0,0,33384,9657,3039
Joshua Tree NP,2018-05,8,7,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,247786,0,0,27848,7695,1215
Joshua Tree NP,2018-06,7,6,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,153556,0,0,7896,1569,236
Joshua Tree NP,2018-07,3,2,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,130427,0,0,4508,1359,112
Joshua Tree NP,2018-08,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,142015,0,0,6152,1362,170
Joshua Tree NP,2018-09,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,149124,0,0,8536,1689,527
Joshua Tree NP,2018-10,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,221232,0,0,21148,6849,1449
Joshua Tree NP,2018-11,3,3,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,299880,0,0,25564,8073,3400
Joshua Tree NP,2018-12,10,7,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,282112,0,0,10056,3771,1604
Joshua Tree NP,2019-01,4,3,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,195993,0,0,21540,8565,1510
Joshua Tree NP,2019-02,3,2,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,261230,0,0,20520,9492,2200
Joshua Tree NP,2019-03,10,6,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,469183,0,0,35852,11838,4000
Joshua Tree NP,2019-04,18,10,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,374789,0,0,33988,10455,2879
Joshua Tree NP,2019-05,6,6,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,250928,0,0,20252,6501,1599
Joshua Tree NP,2019-06,4,3,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,187551,0,0,9032,1728,284
Joshua Tree NP,2019-07,7,4,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,138967,0,0,3856,909,125
Joshua Tree NP,2019-08,4,4,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,120911,0,0,5452,1356,208
Joshua Tree NP,2019-09,9,6,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,160294,0,0,11588,2808,282
Joshua Tree NP,2019-10,7,3,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,233995,0,0,22324,5670,1531
Joshua Tree NP,2019-11,5,3,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,291230,0,0,25176,9933,2506
Joshua Tree NP,2019-12,4,4,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,303476,0,0,22720,8937,1060
Kenai Fjords NP,2008-05,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Alaska,AK,14286,0,0,0,0,19
Kenai Fjords NP,2010-07,1,1,0,0,0,1,0,0,0,0,0,0,National Park,Alaska,AK,73916,0,0,540,0,75
Kenai Fjords NP,2012-06,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Alaska,AK,67696,0,0,234,0,198
Kenai Fjords NP,2013-11,1,1,0,0,0,0,1,0,0,0,0,0,National Park,Alaska,AK,68,0,0,0,0,3
Kenai Fjords NP,2014-07,3,3,0,0,0,0,0,0,0,0,0,0,National Park,Alaska,AK,83496,0,0,360,0,129
Kenai Fjords NP,2015-05,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Alaska,AK,27483,0,0,72,0,0
Kenai Fjords NP,2015-08,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Alaska,AK,80699,0,0,418,0,132
Kenai Fjords NP,2016-06,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Alaska,AK,79499,0,0,364,0,136
Kenai Fjords NP,2017-06,3,2,0,0,0,0,0,0,0,0,0,0,National Park,Alaska,AK,75399,0,0,264,0,170
Kenai Fjords NP,2017-08,5,5,1,0,0,1,0,0,0,0,0,0,National Park,Alaska,AK,64760,0,0,336,0,133
Kenai Fjords NP,2018-06,2,2,0,0,0,1,0,0,0,0,0,0,National Park,Alaska,AK,73689,0,0,346,0,201
Kenai Fjords NP,2018-07,3,3,0,0,0,0,1,0,0,0,0,0,National Park,Alaska,AK,99606,0,0,356,0,159
Kenai Fjords NP,2018-08,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Alaska,AK,85055,0,0,286,0,195
Kenai Fjords NP,2019-05,1,1,1,0,0,0,0,0,0,0,0,0,National Park,Alaska,AK,28944,0,0,28,0,27
Kenai Fjords NP,2019-06,7,6,2,0,0,1,0,0,0,0,0,0,National Park,Alaska,AK,91280,0,0,356,0,106
Kenai Fjords NP,2019-07,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Alaska,AK,120632,0,0,364,0,145
Kenai Fjords NP,2019-08,6,5,0,0,0,0,0,0,0,0,0,0,National Park,Alaska,AK,78129,0,0,318,0,154
Kenai Fjords NP,2019-09,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Alaska,AK,33346,0,0,10,0,2
Lassen Volcanic NP,2015-06,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,63211,1314,0,21882,5583,1453
Lassen Volcanic NP,2016-05,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,29355,0,0,1059,576,439
Lassen Volcanic NP,2016-07,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,120958,1644,0,19101,7974,2827
Lassen Volcanic NP,2016-08,7,5,0,0,0,0,0,0,0,0,0,3,National Park,Pacific West ,CA,105114,1533,0,18255,6333,1859
Lassen Volcanic NP,2017-05,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,31173,0,0,1176,624,171
Lassen Volcanic NP,2017-06,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,58880,1017,0,7284,5076,356
Lassen Volcanic NP,2017-07,1,1,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West ,CA,122834,1556,0,15291,6714,1468
Lassen Volcanic NP,2017-08,8,4,0,0,0,0,0,0,0,0,0,4,National Park,Pacific West ,CA,111514,1535,0,19191,8556,2220
Lassen Volcanic NP,2017-09,3,3,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,88592,1154,0,11058,6204,1899
Lassen Volcanic NP,2018-05,2,2,0,0,0,1,0,0,0,0,0,0,National Park,Pacific West ,CA,34144,0,0,1374,729,303
Lassen Volcanic NP,2018-07,9,6,0,0,0,3,0,0,0,0,0,3,National Park,Pacific West ,CA,114368,514,0,20406,8418,2360
Lassen Volcanic NP,2018-08,3,2,0,0,0,1,0,0,0,0,0,0,National Park,Pacific West ,CA,91422,1341,0,17268,6948,1594
Lassen Volcanic NP,2018-09,4,4,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West ,CA,75514,1057,0,9816,5178,1247
Lassen Volcanic NP,2018-10,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,45236,220,0,2001,1491,207
Lassen Volcanic NP,2019-06,2,2,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West ,CA,63803,1090,426,8736,5238,791
Lassen Volcanic NP,2019-07,9,6,0,0,0,2,0,0,0,0,0,1,National Park,Pacific West ,CA,105535,1368,795,17697,9111,2276
Lassen Volcanic NP,2019-08,9,7,0,0,0,0,0,0,0,0,0,2,National Park,Pacific West ,CA,98109,1516,576,17976,7383,2383
Lassen Volcanic NP,2019-09,3,2,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,CA,75502,1141,276,9456,5937,647
Lassen Volcanic NP,2019-10,6,4,0,0,0,1,0,0,0,0,0,1,National Park,Pacific West ,CA,88428,372,81,1824,1341,285
Mammoth Cave NP,2015-10,1,1,0,0,0,0,0,0,0,0,1,0,National Park,Southeast ,KY,44724,1553,0,3312,2096,682
Mammoth Cave NP,2016-07,1,1,0,0,0,0,0,0,0,0,1,0,National Park,Southeast ,KY,119420,4485,0,6984,1612,679
Mammoth Cave NP,2017-05,2,2,0,0,0,0,0,0,0,0,1,0,National Park,Southeast ,KY,50498,914,0,4580,2356,366
Mammoth Cave NP,2017-07,2,2,0,0,0,0,0,0,0,0,1,0,National Park,Southeast ,KY,115323,1570,0,7728,1584,494
Mammoth Cave NP,2017-08,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Southeast ,KY,84608,1437,0,7332,1780,454
Mammoth Cave NP,2017-11,4,1,0,0,0,0,0,0,0,0,4,0,National Park,Southeast ,KY,22779,385,0,1108,888,179
Mammoth Cave NP,2017-12,4,1,0,0,0,0,0,0,0,0,4,0,National Park,Southeast ,KY,15452,178,0,60,8,223
Mammoth Cave NP,2018-04,1,1,0,0,0,0,0,0,0,0,1,0,National Park,Southeast ,KY,52052,958,0,2540,1464,600
Mammoth Cave NP,2018-06,3,1,0,0,0,0,0,0,0,0,3,0,National Park,Southeast ,KY,74990,1546,0,7328,1636,1031
Mammoth Cave NP,2018-08,1,1,0,0,0,0,0,0,0,0,1,0,National Park,Southeast ,KY,61888,1440,0,5932,1340,1465
Mammoth Cave NP,2018-09,2,2,0,0,0,0,0,0,0,0,1,0,National Park,Southeast ,KY,44885,1161,0,3964,1524,517
Mammoth Cave NP,2018-10,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Southeast ,KY,44821,3306,0,4000,2280,478
Mammoth Cave NP,2019-03,1,1,0,0,0,0,0,0,0,0,1,0,National Park,Southeast ,KY,45779,1073,0,1463,727,187
Mammoth Cave NP,2019-04,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Southeast ,KY,55210,3335,0,2901,1302,292
Mammoth Cave NP,2019-05,1,1,0,0,0,0,0,0,0,0,1,0,National Park,Southeast ,KY,53461,2927,0,5361,1757,482
Mammoth Cave NP,2019-06,3,2,0,0,0,0,0,0,0,0,2,0,National Park,Southeast ,KY,76995,4371,0,6606,1344,286
Mammoth Cave NP,2019-07,1,1,0,0,0,0,0,0,0,0,1,0,National Park,Southeast ,KY,102436,4787,0,6826,1190,430
Mammoth Cave NP,2019-09,2,1,0,0,0,0,0,0,0,0,2,0,National Park,Southeast ,KY,43525,2440,0,2719,748,660
Mammoth Cave NP,2019-10,1,1,0,0,0,0,0,0,0,0,1,0,National Park,Southeast ,KY,48713,3306,0,4003,1685,218
Mount Rainier NP,2009-07,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,269951,9693,0,20868,7533,11600
Mount Rainier NP,2009-10,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,65988,1504,0,630,538,393
Mount Rainier NP,2010-08,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,287090,10540,0,23718,8259,12743
Mount Rainier NP,2011-08,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,272128,9825,0,23199,7653,11402
Mount Rainier NP,2012-05,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,62732,1603,0,902,328,2215
Mount Rainier NP,2013-08,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,287340,9799,0,26484,9228,14524
Mount Rainier NP,2014-09,3,2,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,173827,7552,0,8168,4214,7963
Mount Rainier NP,2015-05,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,69225,2753,0,1826,571,2759
Mount Rainier NP,2015-07,2,2,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West ,WA,271118,9662,0,23280,7572,13789
Mount Rainier NP,2015-08,3,3,0,0,0,1,0,0,0,0,0,1,National Park,Pacific West ,WA,259670,9494,0,24426,7926,10633
Mount Rainier NP,2015-09,1,1,0,0,0,1,0,0,0,0,0,0,National Park,Pacific West ,WA,179756,8022,0,8047,4390,7519
Mount Rainier NP,2016-05,6,3,0,0,0,0,0,1,0,0,0,0,National Park,Pacific West ,WA,93828,2587,0,1764,652,4684
Mount Rainier NP,2016-06,5,5,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,187037,7363,0,8127,4395,8266
Mount Rainier NP,2016-07,3,3,0,0,0,1,0,0,0,0,0,0,National Park,Pacific West ,WA,296922,9485,0,19449,8469,14826
Mount Rainier NP,2016-08,4,4,0,0,0,1,0,0,0,0,0,0,National Park,Pacific West ,WA,313699,9302,0,26136,9837,16102
Mount Rainier NP,2016-09,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,195579,8353,0,8453,5228,7683
Mount Rainier NP,2016-10,6,4,0,0,0,0,0,0,0,0,0,2,National Park,Pacific West ,WA,76232,1320,0,336,400,300
Mount Rainier NP,2017-05,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,97809,2094,0,2223,1109,4100
Mount Rainier NP,2017-06,1,1,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West ,WA,189348,7224,0,8370,4056,6826
Mount Rainier NP,2017-07,5,2,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West ,WA,329618,8066,0,27315,9858,15707
Mount Rainier NP,2017-08,11,4,0,0,0,1,0,0,0,0,0,0,National Park,Pacific West ,WA,323130,4027,0,28080,9603,14428
Mount Rainier NP,2017-09,8,5,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,195641,3727,0,8268,4264,6424
Mount Rainier NP,2018-06,4,3,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West ,WA,219842,3629,0,10569,4509,6229
Mount Rainier NP,2018-07,15,6,0,0,0,0,0,1,0,0,0,2,National Park,Pacific West ,WA,349140,3986,0,29121,10170,15132
Mount Rainier NP,2018-08,29,6,0,0,0,1,0,0,0,0,0,3,National Park,Pacific West ,WA,325914,3968,0,28521,9081,14980
Mount Rainier NP,2018-09,12,5,0,0,0,1,0,0,0,0,0,1,National Park,Pacific West ,WA,191730,3829,0,11855,5270,7484
Mount Rainier NP,2018-10,4,4,0,0,0,1,0,0,0,0,0,1,National Park,Pacific West ,WA,108455,1202,0,1322,708,5478
Mount Rainier NP,2018-11,3,3,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,86310,1741,0,0,0,23
Mount Rainier NP,2019-05,3,2,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West ,WA,106136,2478,0,1551,770,1759
Mount Rainier NP,2019-06,16,7,0,0,0,0,0,0,0,1,0,1,National Park,Pacific West ,WA,219641,2835,0,12213,4491,7168
Mount Rainier NP,2019-07,40,7,0,0,0,1,0,1,0,0,0,0,National Park,Pacific West ,WA,365200,9462,0,28974,10131,15597
Mount Rainier NP,2019-08,51,6,0,0,0,9,0,0,0,0,0,3,National Park,Pacific West ,WA,378305,9362,0,31092,10071,14298
Mount Rainier NP,2019-09,21,5,0,0,0,5,0,0,0,0,0,1,National Park,Pacific West ,WA,184166,7872,0,8672,4340,6395
Mount Rainier NP,2019-10,7,6,0,0,0,1,0,1,0,0,0,0,National Park,Pacific West ,WA,74355,765,0,851,605,457
Mount Rainier NP,2019-11,8,2,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West ,WA,48248,398,0,0,0,73
Mount Rainier NP,2019-12,1,1,0,0,0,0,0,1,0,0,0,0,National Park,Pacific West ,WA,39161,569,0,0,0,67
North Cascades NP,2010-08,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,7983,0,0,0,0,6443
North Cascades NP,2012-07,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,6320,0,0,0,0,4854
North Cascades NP,2014-07,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,6546,0,0,0,0,5773
North Cascades NP,2014-08,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,7487,0,0,0,0,8372
North Cascades NP,2016-05,2,2,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West ,WA,572,0,0,0,0,613
North Cascades NP,2016-08,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,9782,0,0,0,0,9854
North Cascades NP,2017-07,2,2,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,8560,0,0,0,0,8169
North Cascades NP,2017-09,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,6752,0,0,0,0,5368
North Cascades NP,2018-06,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,3198,0,0,0,0,2395
North Cascades NP,2018-07,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,10270,0,0,0,0,8496
North Cascades NP,2018-08,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,7155,0,0,0,0,9452
North Cascades NP,2019-06,1,1,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West ,WA,4520,0,0,0,0,3449
North Cascades NP,2019-07,12,6,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West ,WA,10656,0,0,0,0,9288
North Cascades NP,2019-08,5,3,0,0,0,1,0,0,0,0,0,0,National Park,Pacific West ,WA,12576,0,0,0,0,9947
Olympic NP,2008-05,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,253117,7526,627,5730,3324,4394
Olympic NP,2008-07,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,469753,11681,1384,28566,17493,15756
Olympic NP,2010-07,3,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,515266,9355,2419,30642,22339,15683
Olympic NP,2012-06,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,261427,9752,522,6390,4836,4978
Olympic NP,2012-08,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,639436,12743,668,31062,14858,18792
Olympic NP,2013-07,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,460971,14601,512,28500,13713,14185
Olympic NP,2013-09,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,373850,11282,758,15622,5925,7547
Olympic NP,2014-05,1,1,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West ,WA,282962,9495,179,7502,4388,4615
Olympic NP,2014-06,2,2,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West ,WA,396184,14330,569,17393,8261,8476
Olympic NP,2014-07,2,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,585884,15710,2746,38658,15202,20852
Olympic NP,2014-09,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,394495,13591,604,21548,9833,10851
Olympic NP,2015-03,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,110453,3290,0,2062,1313,1153
Olympic NP,2015-06,3,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,550337,11507,502,19150,12404,12606
Olympic NP,2015-07,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,568820,14533,2203,30966,14353,21705
Olympic NP,2015-08,1,1,0,0,0,0,0,0,0,0,0,1,National Park,Pacific West ,WA,702159,14660,2719,33891,13517,23514
Olympic NP,2015-09,3,2,0,0,0,0,0,2,0,0,0,0,National Park,Pacific West ,WA,391825,12808,1305,16411,7303,18981
Olympic NP,2016-01,1,1,0,0,0,0,0,1,0,0,0,0,National Park,Pacific West ,WA,97571,1571,0,645,612,125
Olympic NP,2016-02,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,103509,2644,0,1127,615,464
Olympic NP,2016-05,6,6,0,0,0,0,0,1,0,1,0,2,National Park,Pacific West ,WA,341524,7273,614,13562,7958,7701
Olympic NP,2016-06,1,1,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,459305,10601,819,21690,10811,12299
Olympic NP,2016-07,19,4,0,0,0,0,0,0,0,0,0,4,National Park,Pacific West ,WA,563492,10776,2509,35074,14995,25838
Olympic NP,2016-08,7,3,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,813267,14394,2814,42475,15715,30680
Olympic NP,2016-10,1,1,0,0,0,1,0,0,0,0,0,0,National Park,Pacific West ,WA,114112,6460,134,2069,2101,1416
Olympic NP,2017-04,2,2,0,0,0,0,0,1,0,0,0,1,National Park,Pacific West ,WA,202039,4352,616,5913,2727,3019
Olympic NP,2017-05,1,1,0,0,0,0,0,1,0,0,0,0,National Park,Pacific West ,WA,350885,7940,1028,14259,7458,12417
Olympic NP,2017-06,3,3,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,500191,10737,1200,25946,10642,15164
Olympic NP,2017-07,5,4,0,0,0,2,0,0,0,0,0,0,National Park,Pacific West ,WA,510184,12553,4121,46466,17445,34507
Olympic NP,2017-08,3,3,0,0,0,0,0,0,0,0,0,0,National Park,Pacific West ,WA,764282,11011,2844,56516,17365,33469
